Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Daron Tennant;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;UKM_2;Ya;5;DKV
Daron Thomson;Wanita;Kos;Bekerja;NA;2007;Jakarta;Tidak;Ya;6,5;FIKOM
Daron Vinton;Wanita;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_3;Ya;6;FTI
Daron Weldon;Wanita;Kos;Belum;NA;2008;Jakarta;Tidak;Ya;5;FIKOM
Daron Welsch;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Tidak;4,5;FT
Daron Whitehouse;Wanita;Orang Tua;Belum;Beasiswa;2008;Serang;UKM_1;Tidak;4;FTI
Daron Windsor;Pria;NA;Bekerja;Orang Tua;2009;Serang;UKM_1;Tidak;5,5;FT
Dasha Beal;Pria;Orang Tua;Belum;Beasiswa;2009;Karawang;Tidak;Ya;4,5;FT
Dasha Craig;Wanita;Orang Tua;Belum;NA;2008;Serang;Tidak;Ya;6,5;FIKOM
Dasha Crawley;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_2;Tidak;4,5;FT
Dasha Dwyer;Pria;NA;Belum;NA;2009;Karawang;UKM_2;Ya;4,5;FTI
Dasha Ebbs;Pria;Orang Tua;Belum;Orang Tua;2008;Serang;Tidak;Tidak;7;FISIP
Dasha Fulton;Wanita;NA;Bekerja;NA;2007;Serang;UKM_3;Tidak;6,5;FTI
Dasha Gallacher;Pria;NA;Belum;NA;2008;Serang;UKM_3;Tidak;7;DKV
Dasha Kelly;Pria;Kos;Bekerja;NA;2008;Bekasi;UKM_3;Tidak;4,5;FT
Dasha Lindop;Wanita;Orang Tua;Belum;NA;2008;Tangerang;Tidak;Ya;3,5;FISIP
Dasha Parr;Wanita;NA;Belum;NA;2009;Jakarta;UKM_3;Ya;5,5;FTI
Dasha Potts;Pria;Kos;Belum;NA;2008;Karawang;UKM_1;Ya;4,5;FTI
Dasha Spencer;Wanita;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_2;Tidak;3,5;FISIP
Dasha Thatcher;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_1;Tidak;7;FIKOM
Dasha Thomas;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_2;Ya;4,5;DKV
Dasha Uddin;Wanita;Kos;Belum;Orang Tua;2007;Tangerang;UKM_2;Ya;5;DKV
Dasha Ventura;Pria;Orang Tua;Bekerja;Orang Tua;2008;Serang;Tidak;Ya;5,5;FISIP
Dasha Vince;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_2;Tidak;7;FTI
Dasha Wallace;Pria;Kos;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;5,5;DKV
Dasha Wilson;Wanita;NA;Belum;Beasiswa;2008;Bogor;UKM_3;Ya;5;FIKOM
Dasha Wren;Wanita;NA;Belum;Beasiswa;2007;Bogor;UKM_2;Ya;4;FISIP
David Addley;Pria;NA;Bekerja;NA;2008;Tangerang;UKM_4;Tidak;5;DKV
David Ainsworth;Wanita;Kos;Belum;Orang Tua;2009;Jakarta;UKM_4;Ya;6;FISIP
David Amstead;Wanita;NA;Bekerja;Orang Tua;2008;Bogor;UKM_1;Ya;4,5;FISIP
David Anderson;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Ya;4;DKV
David Bailey;Wanita;NA;Belum;Orang Tua;2008;Serang;UKM_2;Ya;4,5;FT
David Baldwin;Wanita;NA;Bekerja;NA;2007;Jakarta;UKM_1;Ya;4,5;FTI
David Brett;Wanita;NA;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Tidak;4;FIKOM
David Collingwood;Wanita;NA;Bekerja;NA;2007;Bogor;UKM_3;Tidak;3,5;FTI
David Dann;Pria;Kos;Belum;NA;2008;Serang;UKM_4;Ya;6;FT
David Davies;Pria;Kos;Belum;NA;2009;Serang;UKM_3;Ya;4,5;FT
David Duvall;Pria;NA;Bekerja;NA;2007;Tangerang;UKM_3;Tidak;6;DKV
David Emmett;Pria;Orang Tua;Bekerja;NA;2008;Tangerang;UKM_2;Ya;5;FIKOM
David Evans;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;Tidak;Ya;5;FT
David Everett;Wanita;Kos;Belum;Beasiswa;2008;Jakarta;Tidak;Tidak;6,5;FT
David Freeburn;Pria;NA;Belum;Beasiswa;2009;Bekasi;Tidak;Tidak;5,5;FIKOM
David Haines;Pria;NA;Belum;Orang Tua;2008;Karawang;UKM_3;Tidak;7;FISIP
David Harrington;Wanita;NA;Belum;Orang Tua;2008;Tangerang;Tidak;Tidak;5,5;FIKOM
David Ingram;Pria;NA;Belum;Orang Tua;2008;Serang;UKM_3;Tidak;5;FIKOM
David Jefferson;Wanita;Orang Tua;Belum;NA;2007;Tangerang;UKM_4;Tidak;7;FTI
David Knight;Pria;Kos;Belum;Beasiswa;2009;Jakarta;UKM_2;Ya;6,5;FIKOM
David Knott;Pria;NA;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;3,5;DKV
David Lloyd;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;5,5;FISIP
David Mcguire;Wanita;NA;Bekerja;Orang Tua;2007;Serang;UKM_3;Tidak;5;FIKOM
David Mcneill;Pria;NA;Belum;NA;2009;Bogor;UKM_2;Tidak;7;FTI
David Murray;Wanita;NA;Bekerja;Orang Tua;2007;Karawang;Tidak;Ya;4,5;FT
David Norburn;Pria;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;6,5;DKV
David Norman;Pria;NA;Bekerja;NA;2007;Jakarta;UKM_1;Tidak;5;FTI
David Penn;Pria;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Tidak;6,5;FT
David Pratt;Pria;NA;Belum;Beasiswa;2008;Bekasi;Tidak;Tidak;6,5;FIKOM
David Robinson;Wanita;NA;Bekerja;NA;2007;Jakarta;UKM_4;Tidak;4;FIKOM
David Rossi;Wanita;NA;Bekerja;Orang Tua;2008;Serang;UKM_2;Ya;4;FT
David Seymour;Pria;NA;Bekerja;NA;2007;Bogor;Tidak;Ya;4,5;FTI
David Shepherd;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;7;FIKOM
David Shields;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_2;Ya;4;FTI
David Stanton;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;UKM_3;Tidak;4,5;FISIP
David Stevenson;Pria;NA;Belum;Orang Tua;2009;Tangerang;UKM_4;Ya;4;FIKOM
David Stewart;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_3;Tidak;7;FT
David Swan;Pria;NA;Belum;NA;2009;Tangerang;UKM_4;Ya;5,5;FISIP
David Veale;Wanita;Kos;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Tidak;5;FT
David Vollans;Wanita;NA;Belum;NA;2009;Bogor;UKM_2;Ya;6,5;FIKOM
David Walton;Wanita;Kos;Belum;Orang Tua;2007;Karawang;UKM_4;Tidak;3,5;DKV
David Wheeler;Wanita;Kos;Belum;Orang Tua;2008;Bogor;UKM_3;Tidak;5;FTI
David Whinter;Pria;NA;Bekerja;NA;2007;Serang;UKM_2;Ya;5,5;FISIP
David Willson;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;Tidak;Ya;4;FTI
Davina Bell;Wanita;Orang Tua;Belum;NA;2009;Tangerang;UKM_4;Tidak;5;FT
Davina Bright;Wanita;NA;Belum;Orang Tua;2009;Karawang;Tidak;Tidak;6,5;FIKOM
Davina Brooks;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;4,5;FTI
Davina Cunningham;Wanita;Kos;Belum;Orang Tua;2007;Tangerang;UKM_1;Ya;6,5;FT
Davina Dixon;Wanita;NA;Belum;Orang Tua;2008;Serang;UKM_1;Tidak;5,5;FISIP
Davina Mason;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_1;Tidak;6,5;DKV
Davina Nobbs;Wanita;Orang Tua;Bekerja;NA;2008;Karawang;UKM_4;Ya;7;DKV
Davina Notman;Wanita;Kos;Belum;NA;2009;Karawang;UKM_2;Ya;4;FIKOM
Davina Nurton;Wanita;NA;Bekerja;Beasiswa;2007;Serang;UKM_4;Ya;7;FT
Davina Rothwell;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;Tidak;Ya;4,5;FTI
Davina Todd;Pria;Kos;Belum;NA;2007;Karawang;UKM_3;Ya;6,5;FISIP
Davina York;Pria;NA;Belum;NA;2008;Jakarta;UKM_3;Tidak;3,5;DKV
Deborah Baker;Pria;NA;Bekerja;Beasiswa;2009;Serang;UKM_1;Ya;5;FIKOM
Deborah Bryson;Pria;NA;Bekerja;Orang Tua;2007;Karawang;Tidak;Ya;5;DKV
Deborah Buckley;Wanita;NA;Belum;Beasiswa;2007;Bogor;UKM_2;Ya;4,5;FIKOM
Deborah Corbett;Pria;Orang Tua;Belum;Orang Tua;2007;Jakarta;UKM_2;Ya;4,5;FIKOM
Deborah Cork;Wanita;Orang Tua;Belum;Beasiswa;2008;Karawang;Tidak;Ya;6;FISIP
Deborah Darcy;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_2;Tidak;4,5;FIKOM
Deborah Hastings;Pria;Kos;Belum;NA;2007;Bogor;UKM_4;Ya;4;FISIP
Deborah Henderson;Pria;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_2;Tidak;4,5;FIKOM
Deborah Hope;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_1;Tidak;7;DKV
Deborah Hopkinson;Wanita;Orang Tua;Belum;Orang Tua;2007;Karawang;UKM_2;Ya;6;DKV
Deborah James;Pria;Orang Tua;Belum;Orang Tua;2007;Jakarta;UKM_3;Tidak;5,5;FT
Deborah Keys;Wanita;NA;Belum;Beasiswa;2008;Serang;UKM_3;Tidak;6,5;FISIP
Deborah Savage;Wanita;Kos;Belum;Orang Tua;2009;Jakarta;UKM_3;Tidak;7;FT
Deborah Shaw;Wanita;Kos;Belum;NA;2009;Karawang;UKM_2;Tidak;4;FISIP
Deborah Styles;Wanita;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_2;Tidak;4,5;FTI
Deborah Tailor;Pria;Kos;Belum;NA;2007;Bekasi;UKM_2;Tidak;4,5;FT
Deborah Torres;Pria;Kos;Belum;Beasiswa;2009;Bekasi;UKM_1;Ya;5;DKV
Deborah Wright;Wanita;NA;Bekerja;NA;2008;Tangerang;UKM_3;Ya;6,5;FTI
Denis Adler;Pria;Orang Tua;Belum;NA;2008;Bogor;UKM_2;Ya;6,5;FTI
Denis Appleton;Wanita;NA;Belum;NA;2009;Karawang;Tidak;Ya;4,5;FTI
Denis Atkinson;Wanita;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_3;Ya;4,5;FIKOM
Denis Avery;Pria;Kos;Bekerja;Orang Tua;2008;Karawang;UKM_1;Ya;6,5;DKV
Denis Bolton;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_3;Tidak;5;FISIP
Denis Broomfield;Wanita;Orang Tua;Belum;Orang Tua;2007;Bogor;Tidak;Ya;6;DKV
Denis Bryson;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;Tidak;Ya;7;FTI
Denis Corbett;Wanita;Orang Tua;Bekerja;NA;2008;Serang;UKM_1;Tidak;6;FIKOM
Denis Curtis;Wanita;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_1;Ya;5,5;DKV
Denis Durrant;Wanita;Kos;Bekerja;NA;2008;Serang;Tidak;Tidak;7;FISIP
Denis Emerson;Pria;NA;Bekerja;Orang Tua;2009;Jakarta;UKM_3;Tidak;7;FIKOM
Denis Fisher;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_1;Ya;6,5;FIKOM
Denis Flynn;Wanita;Orang Tua;Belum;NA;2009;Tangerang;UKM_4;Ya;4;FISIP
Denis Gordon;Wanita;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_1;Ya;5,5;FT
Denis Hall;Wanita;Kos;Bekerja;NA;2007;Tangerang;UKM_2;Ya;4;FIKOM
Denis Hancock;Pria;Kos;Belum;Beasiswa;2008;Bogor;UKM_3;Ya;5;FT
Denis Hobbs;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_1;Ya;7;DKV
Denis Holmes;Pria;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_4;Tidak;4,5;FTI
Denis Horton;Pria;Orang Tua;Belum;NA;2009;Jakarta;Tidak;Tidak;6,5;DKV
Denis Janes;Wanita;Kos;Belum;Orang Tua;2009;Jakarta;UKM_4;Tidak;6,5;FT
Denis Jenkin;Pria;Kos;Belum;NA;2008;Tangerang;Tidak;Tidak;6;FISIP
Denis Jones;Wanita;NA;Belum;Beasiswa;2009;Karawang;UKM_1;Tidak;4,5;DKV
Denis Matthews;Wanita;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_4;Ya;4;FTI
Denis Moran;Wanita;NA;Bekerja;Orang Tua;2008;Bekasi;UKM_1;Ya;6;FT
Denis Moss;Pria;Kos;Belum;NA;2009;Bogor;UKM_3;Tidak;7;FIKOM
Denis Mullins;Wanita;NA;Bekerja;NA;2007;Jakarta;UKM_4;Ya;6,5;FT
Denis Nayler;Wanita;NA;Belum;Orang Tua;2007;Bekasi;UKM_3;Ya;6,5;FIKOM
Denis Palmer;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Ya;7;FTI
Denis Pearce;Pria;Kos;Belum;Beasiswa;2009;Bekasi;UKM_3;Tidak;3,5;FTI
Denis Reading;Wanita;Kos;Belum;Beasiswa;2009;Tangerang;UKM_1;Tidak;3,5;FIKOM
Denis Reid;Pria;Kos;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;4,5;FTI
Denis Riley;Pria;NA;Belum;Beasiswa;2008;Serang;UKM_2;Ya;5,5;DKV
Denis Rixon;Pria;Orang Tua;Belum;Orang Tua;2007;Jakarta;Tidak;Ya;6;FTI
Denis Robe;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Karawang;Tidak;Ya;3,5;FISIP
Denis Roberts;Pria;NA;Belum;NA;2008;Tangerang;UKM_2;Ya;5,5;DKV
Denis Ryan;Pria;Kos;Bekerja;Orang Tua;2007;Tangerang;UKM_1;Tidak;7;FIKOM
Denis Sanchez;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Serang;UKM_4;Tidak;3,5;DKV
Denis Saunders;Pria;Kos;Belum;NA;2009;Bogor;UKM_2;Tidak;5;FTI
Denis Taylor;Pria;NA;Belum;Beasiswa;2008;Bekasi;UKM_4;Ya;5,5;DKV
Denis Thornton;Wanita;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_4;Tidak;5;FTI
Denis Tindall;Pria;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_2;Tidak;3,5;FISIP
Denis Ulyatt;Pria;Kos;Belum;Beasiswa;2009;Karawang;UKM_1;Tidak;4,5;FTI
Denis Utterson;Pria;NA;Bekerja;NA;2008;Tangerang;UKM_1;Ya;7;FISIP
Denis Uttridge;Wanita;NA;Bekerja;Beasiswa;2007;Bogor;UKM_2;Ya;7;DKV
Denis Webster;Pria;Orang Tua;Belum;Beasiswa;2007;Bekasi;UKM_3;Ya;4,5;FTI
Denis Whittle;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;UKM_4;Ya;4;FIKOM
Denis Yang;Wanita;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_3;Ya;4,5;FISIP
Denny Addison;Pria;NA;Belum;Beasiswa;2008;Karawang;UKM_3;Tidak;4;FTI
Denny Alcroft;Pria;Kos;Bekerja;Beasiswa;2009;Bekasi;Tidak;Tidak;3,5;FIKOM
Denny Alldridge;Wanita;NA;Belum;Beasiswa;2008;Tangerang;UKM_1;Ya;6,5;DKV
Denny Allen;Pria;Kos;Belum;Orang Tua;2007;Bekasi;UKM_3;Ya;4;FISIP
Denny Archer;Pria;NA;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Ya;3,5;FISIP
Denny Bishop;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Serang;UKM_3;Tidak;6;DKV
Denny Butler;Pria;Kos;Bekerja;NA;2009;Jakarta;UKM_2;Ya;5;FISIP
Denny Casey;Wanita;NA;Belum;NA;2009;Bekasi;UKM_4;Tidak;4;DKV
Denny Chapman;Wanita;Kos;Bekerja;Orang Tua;2009;Bekasi;Tidak;Tidak;6;DKV
Denny Cowan;Wanita;Kos;Belum;NA;2008;Jakarta;UKM_2;Ya;7;FTI
Denny Cox;Wanita;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_3;Tidak;6;FISIP
Denny Crawley;Wanita;NA;Belum;NA;2009;Jakarta;UKM_3;Tidak;6,5;DKV
Denny Daniells;Pria;Kos;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;6,5;FISIP
Denny Dempsey;Wanita;NA;Belum;Orang Tua;2007;Bogor;UKM_1;Ya;3,5;DKV
Denny Ellis;Wanita;NA;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Ya;3,5;FTI
Denny Gilmour;Pria;Kos;Bekerja;Beasiswa;2008;Karawang;UKM_1;Ya;5,5;FT
Denny Griffiths;Wanita;NA;Bekerja;NA;2008;Tangerang;UKM_1;Ya;3,5;DKV
Denny Hill;Pria;Kos;Belum;Beasiswa;2008;Serang;UKM_2;Tidak;4;FISIP
Denny Hunter;Wanita;Kos;Belum;Orang Tua;2008;Serang;UKM_2;Ya;6;DKV
Denny Ingham;Wanita;Kos;Belum;Beasiswa;2009;Tangerang;UKM_1;Ya;6;FISIP
Denny Jackson;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;4,5;FIKOM
Denny James;Pria;NA;Belum;NA;2007;Serang;UKM_4;Ya;6;FTI
Denny Kelly;Wanita;Kos;Bekerja;NA;2007;Bekasi;Tidak;Ya;5,5;FT
Denny Lee;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_3;Tidak;6,5;DKV
Denny Moreno;Pria;NA;Bekerja;Orang Tua;2008;Jakarta;UKM_4;Tidak;6;DKV
Denny Needham;Wanita;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_1;Ya;6;FTI
Denny Norburn;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Jakarta;Tidak;Tidak;5,5;FT
Denny Norton;Pria;NA;Bekerja;NA;2007;Bogor;UKM_2;Tidak;6,5;DKV
Denny Osmond;Wanita;NA;Bekerja;Beasiswa;2007;Jakarta;Tidak;Tidak;5,5;FISIP
Denny Pierce;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_3;Ya;4;DKV
Denny Rees;Wanita;NA;Bekerja;NA;2007;Tangerang;UKM_2;Ya;3,5;FT
Denny Reid;Wanita;Orang Tua;Bekerja;NA;2008;Jakarta;UKM_2;Ya;6;FISIP
Denny Robinson;Wanita;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_4;Ya;5,5;FIKOM
Denny Rowe;Wanita;Kos;Bekerja;Beasiswa;2009;Bekasi;Tidak;Tidak;7;FIKOM
Denny Salt;Wanita;NA;Belum;Orang Tua;2007;Karawang;UKM_4;Tidak;5;FISIP
Denny Seymour;Wanita;NA;Belum;NA;2007;Tangerang;UKM_1;Ya;3,5;FISIP
Denny Snell;Pria;Orang Tua;Belum;Beasiswa;2009;Bekasi;UKM_1;Tidak;7;FT
Denny Thatcher;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_2;Ya;5,5;DKV
Denny Thompson;Pria;Orang Tua;Bekerja;Orang Tua;2009;Serang;UKM_3;Tidak;7;FISIP
Denny Tyrrell;Wanita;Kos;Belum;Beasiswa;2008;Bogor;UKM_1;Tidak;6;FT
Denny Vallory;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Tidak;4;FIKOM
Denny Vince;Wanita;Kos;Bekerja;Beasiswa;2009;Bogor;UKM_3;Tidak;5,5;FT
Denny Vinton;Pria;Kos;Belum;Orang Tua;2008;Bogor;UKM_1;Ya;5,5;DKV
Denny Wade;Wanita;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Ya;4;FT
Denny Ward;Pria;NA;Belum;NA;2009;Karawang;UKM_4;Ya;6,5;FTI
Denny Williams;Pria;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_3;Ya;5,5;FISIP
Denny Woodcock;Pria;Orang Tua;Belum;NA;2007;Tangerang;UKM_4;Ya;3,5;FTI
Denny Woodley;Pria;NA;Belum;Beasiswa;2009;Jakarta;UKM_3;Tidak;5;FISIP
Denny Wooldridge;Wanita;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_4;Ya;7;DKV
Destiny Bloom;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;Tidak;Tidak;6,5;FT
Destiny Brooks;Wanita;Kos;Belum;NA;2008;Tangerang;UKM_1;Ya;5;FTI
Destiny Cameron;Wanita;NA;Bekerja;Orang Tua;2007;Bogor;UKM_2;Ya;4,5;FT
Destiny Craig;Pria;Kos;Bekerja;Beasiswa;2007;Serang;Tidak;Tidak;6,5;FIKOM
Destiny Eddison;Pria;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_2;Tidak;5,5;FIKOM
Destiny Gibbons;Wanita;NA;Belum;Orang Tua;2008;Serang;UKM_4;Tidak;4;FTI
Destiny Gilbert;Wanita;Kos;Belum;Orang Tua;2008;Bekasi;UKM_3;Ya;4;FT
Destiny Mackenzie;Wanita;Kos;Bekerja;NA;2008;Bekasi;Tidak;Ya;7;FIKOM
Destiny Noach;Pria;NA;Belum;Beasiswa;2009;Bekasi;UKM_2;Ya;4;DKV
Destiny Tate;Pria;NA;Belum;Beasiswa;2007;Tangerang;UKM_2;Tidak;4;FIKOM
Destiny Walter;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Serang;UKM_4;Ya;4;FTI
Diane Boden;Pria;Orang Tua;Belum;NA;2007;Serang;Tidak;Tidak;4,5;FIKOM
Diane Bowen;Pria;Kos;Belum;Beasiswa;2007;Serang;Tidak;Tidak;5,5;FT
Diane Gordon;Pria;Kos;Bekerja;Beasiswa;2007;Jakarta;Tidak;Tidak;5,5;FISIP
Diane Gray;Pria;Kos;Bekerja;NA;2009;Tangerang;UKM_1;Ya;6,5;DKV
Diane Hamilton;Pria;NA;Belum;Beasiswa;2009;Bekasi;UKM_1;Ya;5;DKV
Diane Hilton;Pria;Orang Tua;Belum;Beasiswa;2009;Serang;Tidak;Ya;5;FISIP
Diane Irving;Pria;Kos;Bekerja;Beasiswa;2007;Serang;UKM_2;Tidak;6;FIKOM
Diane Lane;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_4;Ya;7;DKV
Diane Matthews;Pria;NA;Belum;Beasiswa;2009;Serang;UKM_1;Tidak;6;FTI
Diane Moreno;Wanita;NA;Belum;Orang Tua;2009;Bekasi;Tidak;Tidak;4,5;FIKOM
Diane Mullins;Wanita;Orang Tua;Belum;Orang Tua;2007;Bogor;UKM_2;Ya;7;FIKOM
Diane Oliver;Pria;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_1;Ya;4,5;FTI
Diane Owen;Pria;Orang Tua;Belum;NA;2009;Tangerang;UKM_2;Tidak;5;DKV
Diane Radcliffe;Pria;Kos;Belum;Orang Tua;2007;Jakarta;Tidak;Ya;5,5;DKV
Domenic Ainsworth;Wanita;NA;Bekerja;Orang Tua;2008;Tangerang;UKM_2;Tidak;4,5;FT
Domenic Baker;Wanita;NA;Bekerja;NA;2008;Bogor;UKM_3;Ya;4,5;FIKOM
Domenic Bishop;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_4;Ya;7;DKV
Domenic Burnley;Wanita;NA;Belum;Orang Tua;2008;Serang;UKM_2;Tidak;4;FISIP
Domenic Campbell;Wanita;Kos;Belum;Beasiswa;2008;Serang;UKM_4;Ya;6,5;FT
Domenic Coates;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_3;Tidak;7;FIKOM
Domenic Cowan;Pria;Orang Tua;Belum;NA;2007;Bogor;UKM_4;Tidak;4;FISIP
Domenic Dempsey;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Tidak;4;FISIP
Domenic Dubois;Pria;Orang Tua;Belum;Orang Tua;2007;Serang;Tidak;Tidak;6,5;FT
Domenic Eaton;Wanita;Kos;Belum;NA;2008;Bogor;Tidak;Tidak;6,5;FT
Domenic Ellis;Wanita;Kos;Belum;NA;2009;Karawang;UKM_3;Tidak;5,5;FT
Domenic Evans;Pria;NA;Belum;Beasiswa;2009;Jakarta;Tidak;Ya;4,5;FT
Domenic Farrell;Wanita;Kos;Belum;NA;2007;Jakarta;UKM_1;Tidak;4,5;FISIP
Domenic Gardner;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_2;Ya;4,5;FTI
Domenic Graham;Pria;NA;Belum;Orang Tua;2009;Tangerang;UKM_3;Tidak;4;FTI
Domenic Harper;Pria;NA;Belum;Orang Tua;2009;Serang;UKM_4;Tidak;4;FISIP
Domenic Ingham;Wanita;NA;Bekerja;Orang Tua;2009;Bogor;UKM_1;Tidak;3,5;FISIP
Domenic Jackson;Pria;Orang Tua;Belum;Beasiswa;2008;Bogor;UKM_4;Ya;3,5;DKV
Domenic Johnson;Pria;NA;Belum;Orang Tua;2007;Serang;UKM_3;Ya;6,5;FIKOM
Domenic Jones;Wanita;Kos;Bekerja;NA;2007;Bogor;UKM_2;Tidak;6;DKV
Domenic Lee;Pria;Orang Tua;Bekerja;NA;2007;Serang;UKM_1;Tidak;5,5;FTI
Domenic Lindsay;Wanita;Kos;Belum;Orang Tua;2007;Bogor;UKM_3;Ya;5;DKV
Domenic Little;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Tidak;6,5;FT
Domenic Mcnally;Pria;Kos;Belum;NA;2009;Tangerang;UKM_2;Ya;4;FT
Domenic Morris;Wanita;Kos;Bekerja;NA;2007;Jakarta;Tidak;Tidak;4;FTI
Domenic Nayler;Wanita;Kos;Bekerja;NA;2007;Karawang;Tidak;Ya;7;FIKOM
Domenic Neville;Pria;Kos;Belum;Orang Tua;2008;Tangerang;UKM_1;Tidak;5,5;DKV
Domenic Niles;Pria;NA;Bekerja;Orang Tua;2007;Bogor;Tidak;Tidak;4,5;FISIP
Domenic Norris;Pria;Orang Tua;Belum;Beasiswa;2007;Jakarta;UKM_4;Tidak;6,5;FISIP
Domenic Patel;Pria;Kos;Belum;Orang Tua;2008;Tangerang;UKM_4;Ya;5;FISIP
Domenic Pearce;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;UKM_4;Tidak;4,5;DKV
Domenic Plant;Wanita;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_1;Tidak;7;FTI
Domenic Potter;Wanita;NA;Belum;Beasiswa;2007;Bekasi;UKM_1;Ya;6;FTI
Domenic Rixon;Wanita;NA;Bekerja;NA;2008;Jakarta;UKM_3;Tidak;5,5;FTI
Domenic Rodwell;Pria;NA;Bekerja;Beasiswa;2008;Serang;UKM_1;Tidak;5,5;FT
Domenic Roman;Wanita;NA;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;5;FISIP
Domenic Ross;Wanita;Orang Tua;Belum;Orang Tua;2009;Jakarta;Tidak;Tidak;5;DKV
